Date,Temperature,Vibration,Failure
2024-01-01,27.483570765056164,-0.04012204718858363,0
2024-01-02,24.308678494144075,0.022409248181041678,0
2024-01-03,28.23844269050346,0.0012592400781794861,0
2024-01-04,32.61514928204013,0.009767609854883173,0
2024-01-05,23.829233126383322,-0.07730097838554666,0
2024-01-06,23.8293152152541,0.0024510174258942715,0
2024-01-07,32.896064077536955,0.049799829124544975,0
2024-01-08,28.837173645764544,0.14511436077950418,0
2024-01-09,22.65262807032524,0.09592708260852069,0
2024-01-10,27.712800217929825,0.21531824575115566,0
2024-01-11,22.682911535937688,-0.07673475628880495,0
2024-01-12,22.671351232148716,0.08723206367206782,0
2024-01-13,26.20981135783017,0.018334200573835176,0
2024-01-14,15.43359877671101,0.21898029332176724,0
2024-01-15,16.375410837434835,-0.08082982853551515,0
2024-01-16,22.188562353795135,-0.08397218421807762,0
2024-01-17,19.93584439832788,-0.05993926454440222,0
2024-01-18,26.571236662976368,-0.2123895724309807,0
2024-01-19,20.459879622393945,-0.052575502168076105,0
2024-01-20,17.938481493323543,-0.07591326615536981,0
2024-01-21,32.32824384460777,0.015039378647620763,0
2024-01-22,23.871118497567323,0.034175597577715947,0
2024-01-23,25.33764102343962,0.18761708392158863,0
2024-01-24,17.87625906893272,0.09504238381860503,0
2024-01-25,22.278086377374088,-0.05769036556624031,0
2024-01-26,25.55461294854933,-0.0898414671348358,0
2024-01-27,19.245032112888488,0.04919191715065058,0
2024-01-28,26.87849009172836,-0.1320233207020642,0
2024-01-29,21.996806550405974,0.18314587658543538,0
2024-01-30,23.541531251033618,0.1179440120721287,0
2024-01-31,21.991466938853016,-0.04691756521047048,0
2024-02-01,34.26139092254469,-0.17131345290908775,0
2024-02-02,24.93251387631033,0.1353872374165413,0
2024-02-03,19.711445355220498,-0.01145398452526179,0
2024-02-04,29.112724560515943,0.12378163119734618,0
2024-02-05,18.895781750144888,-0.15944276587943673,0
2024-02-06,26.044317975023777,-0.05993750229537729,0
2024-02-07,15.201649380601122,0.0005243699718183166,0
2024-02-08,18.359069755507846,0.004698059376474206,0
2024-02-09,25.984306179345616,-0.04500654714792437,0
2024-02-10,28.692332899977053,0.062284993234749876,0
2024-02-11,25.85684140594985,-0.10676204293825944,0
2024-02-12,24.421758588058797,-0.01423794850212935,0
2024-02-13,23.494481522053555,0.012029563171189887,0
2024-02-14,17.607390048162863,0.051443883405874906,0
2024-02-15,21.400778958026457,0.07116148780888898,0
2024-02-16,22.696806145201062,-0.11246420918378693,0
2024-02-17,30.285611131094576,-0.15341141707356223,0
2024-02-18,26.71809144784231,0.1277676821898509,0
2024-02-19,16.18479922318633,0.033231401197959164,0
2024-02-20,26.620419846973974,-0.07484865365565536,0
2024-02-21,23.074588597918417,0.1551151975522523,0
2024-02-22,21.615389998470206,0.011567463429285867,0
2024-02-23,28.05838144420434,0.11792971840638265,0
2024-02-24,30.154997612479754,0.006751848141010895,0
